#,Date-Time (CDT),Temperature   (°F),RH   (%),Dew Point   (°F),Host Connected,Stopped,End of File
67,04/28/2023 14:07:44,72.61,38.030,45.60,,,
68,04/28/2023 14:08:44,72.61,38.030,45.60,,,
69,04/28/2023 14:09:44,72.61,38.020,45.59,,,
70,04/28/2023 14:10:44,72.61,38.090,45.64,,,
71,04/28/2023 14:11:44,72.57,38.090,45.61,,,
72,04/28/2023 14:12:44,72.52,38.060,45.54,,,
73,04/28/2023 14:13:44,72.48,38.020,45.48,,,
74,04/28/2023 14:14:44,72.48,38.060,45.51,,,
75,04/28/2023 14:15:44,72.45,38.080,45.49,,,
76,04/28/2023 14:16:44,72.39,38.040,45.41,,,
77,04/28/2023 14:17:44,72.36,38.120,45.44,,,
78,04/28/2023 14:18:44,72.36,38.140,45.45,,,
79,04/28/2023 14:19:44,72.30,38.100,45.38,,,
80,04/28/2023 14:20:44,72.27,37.940,45.23,,,
81,04/28/2023 14:21:44,72.27,38.100,45.34,,,
82,04/28/2023 14:22:44,72.27,38.130,45.37,,,
83,04/28/2023 14:23:44,72.27,38.160,45.39,,,
84,04/28/2023 14:24:44,72.18,38.180,45.32,,,
85,04/28/2023 14:25:44,72.18,38.240,45.36,,,
86,04/28/2023 14:26:44,72.18,38.180,45.32,,,
87,04/28/2023 14:27:44,72.18,38.180,45.32,,,
88,04/28/2023 14:28:44,72.18,38.240,45.36,,,
89,04/28/2023 14:29:44,72.18,38.260,45.38,,,
90,04/28/2023 14:30:44,72.14,38.300,45.37,,,
91,04/28/2023 14:31:44,72.14,38.350,45.41,,,
92,04/28/2023 14:32:44,72.14,38.330,45.39,,,
93,04/28/2023 14:33:44,72.14,38.300,45.37,,,
94,04/28/2023 14:34:44,72.14,38.300,45.37,,,
95,04/28/2023 14:35:44,72.09,38.240,45.29,,,
96,04/28/2023 14:36:44,72.09,38.240,45.29,,,
97,04/28/2023 14:37:44,72.09,38.280,45.31,,,
98,04/28/2023 14:38:44,72.05,38.280,45.27,,,
99,04/28/2023 14:39:44,72.05,38.280,45.27,,,
100,04/28/2023 14:40:44,72.01,38.340,45.29,,,
101,04/28/2023 14:41:44,72.01,38.370,45.31,,,
102,04/28/2023 14:42:44,71.96,38.330,45.23,,,
103,04/28/2023 14:43:44,71.92,38.330,45.20,,,
104,04/28/2023 14:44:44,71.92,38.430,45.27,,,
105,04/28/2023 14:45:44,71.87,38.460,45.24,,,
106,04/28/2023 14:46:44,71.87,38.480,45.26,,,
107,04/28/2023 14:47:44,71.83,38.480,45.22,,,
108,04/28/2023 14:48:44,71.83,38.490,45.23,,,
109,04/28/2023 14:49:44,71.83,38.420,45.18,,,
110,04/28/2023 14:50:44,71.83,38.480,45.22,,,
111,04/28/2023 14:51:44,71.83,38.450,45.20,,,
112,04/28/2023 14:52:44,71.87,38.470,45.25,,,
113,04/28/2023 14:53:44,71.92,38.430,45.27,,,
114,04/28/2023 14:54:44,71.87,38.420,45.21,,,
115,04/28/2023 14:55:44,71.83,38.430,45.19,,,
116,04/28/2023 14:56:44,72.14,41.370,47.41,,,
117,04/28/2023 14:57:44,72.61,38.880,46.19,,,
118,04/28/2023 14:58:44,72.52,38.220,45.65,,,
119,04/28/2023 14:59:44,72.39,38.160,45.50,,,
120,04/28/2023 15:00:44,72.36,38.180,45.48,,,
121,04/28/2023 15:01:44,72.36,38.120,45.44,,,
122,04/28/2023 15:02:44,72.27,38.020,45.29,,,
123,04/28/2023 15:03:44,72.27,38.090,45.34,,,
124,04/28/2023 15:04:44,72.18,38.010,45.21,,,
125,04/28/2023 15:05:44,72.09,38.070,45.17,,,
126,04/28/2023 15:06:44,72.01,38.120,45.14,,,
127,04/28/2023 15:07:44,71.96,38.200,45.14,,,
128,04/28/2023 15:08:44,71.92,38.240,45.14,,,
129,04/28/2023 15:09:44,71.87,38.290,45.12,,,
130,04/28/2023 15:10:44,71.87,38.340,45.16,,,
131,04/28/2023 15:11:44,71.87,38.320,45.15,,,
132,04/28/2023 15:12:44,71.87,38.290,45.12,,,
133,04/28/2023 15:13:44,71.87,38.320,45.15,,,
134,04/28/2023 15:14:44,71.87,38.330,45.15,,,
135,04/28/2023 15:15:44,71.87,38.300,45.13,,,
136,04/28/2023 15:16:44,71.83,38.200,45.03,,,
137,04/28/2023 15:17:44,71.83,38.180,45.02,,,
138,04/28/2023 15:18:44,71.87,38.170,45.04,,,
139,04/28/2023 15:19:44,71.83,38.170,45.01,,,
140,04/28/2023 15:20:44,71.83,38.150,44.99,,,
141,04/28/2023 15:21:44,71.83,38.210,45.04,,,
142,04/28/2023 15:22:44,71.80,38.180,44.99,,,
143,04/28/2023 15:23:44,71.80,38.200,45.00,,,
144,04/28/2023 15:24:44,71.74,38.120,44.90,,,
145,04/28/2023 15:25:44,71.74,38.180,44.94,,,
146,04/28/2023 15:26:44,71.71,38.180,44.91,,,
147,04/28/2023 15:27:44,71.65,38.170,44.85,,,
148,04/28/2023 15:28:44,71.62,38.200,44.84,,,
149,04/28/2023 15:29:44,71.58,38.180,44.79,,,
150,04/28/2023 15:30:44,71.58,38.120,44.75,,,
151,04/28/2023 15:31:44,71.58,38.220,44.82,,,
152,04/28/2023 15:32:44,71.53,38.180,44.75,,,
153,04/28/2023 15:33:44,71.53,38.160,44.73,,,
154,04/28/2023 15:34:44,71.53,38.150,44.72,,,
155,04/28/2023 15:35:44,71.53,38.130,44.71,,,
156,04/28/2023 15:36:44,71.58,38.120,44.75,,,
157,04/28/2023 15:37:44,71.58,38.060,44.71,,,
158,04/28/2023 15:38:44,71.58,38.060,44.71,,,
159,04/28/2023 15:39:44,71.62,38.120,44.79,,,
160,04/28/2023 15:40:44,71.62,38.090,44.76,,,
161,04/28/2023 15:41:44,71.62,38.040,44.73,,,
162,04/28/2023 15:42:44,71.62,37.980,44.69,,,
163,04/28/2023 15:43:44,71.65,37.990,44.73,,,
164,04/28/2023 15:44:44,71.65,37.910,44.67,,,
165,04/28/2023 15:45:44,71.65,37.840,44.62,,,
166,04/28/2023 15:46:44,71.65,37.810,44.60,,,
167,04/28/2023 15:47:44,71.71,37.770,44.62,,,
168,04/28/2023 15:48:44,71.71,37.770,44.62,,,
169,04/28/2023 15:49:44,71.71,37.770,44.62,,,
170,04/28/2023 15:50:44,71.71,37.750,44.61,,,
171,04/28/2023 15:51:44,71.74,37.730,44.63,,,
172,04/28/2023 15:52:44,71.74,37.710,44.61,,,
173,04/28/2023 15:53:44,71.74,37.670,44.58,,,
174,04/28/2023 15:54:44,71.74,37.700,44.60,,,
175,04/28/2023 15:55:44,71.74,37.690,44.60,,,
176,04/28/2023 15:56:44,71.74,37.680,44.59,,,
177,04/28/2023 15:57:44,71.80,37.630,44.60,,,
178,04/28/2023 15:58:44,71.80,37.630,44.60,,,
179,04/28/2023 15:59:44,71.80,37.540,44.54,,,
180,04/28/2023 16:00:44,71.83,37.540,44.57,,,
181,04/28/2023 16:01:44,71.80,37.410,44.45,,,
182,04/28/2023 16:02:44,71.83,37.370,44.45,,,
183,04/28/2023 16:03:44,71.80,37.220,44.32,,,
184,04/28/2023 16:04:44,71.80,37.220,44.32,,,
185,04/28/2023 16:05:44,71.80,37.240,44.33,,,
186,04/28/2023 16:06:44,71.80,37.270,44.35,,,
187,04/28/2023 16:07:44,71.80,37.250,44.34,,,
188,04/28/2023 16:08:44,71.80,37.220,44.32,,,
189,04/28/2023 16:09:44,71.83,37.240,44.36,,,
190,04/28/2023 16:10:44,71.83,37.200,44.33,,,
191,04/28/2023 16:11:44,71.83,37.240,44.36,,,
192,04/28/2023 16:12:44,71.83,37.240,44.36,,,
193,04/28/2023 16:13:44,71.80,37.220,44.32,,,
194,04/28/2023 16:14:44,71.80,37.270,44.35,,,
195,04/28/2023 16:15:44,71.83,37.290,44.40,,,
196,04/28/2023 16:16:44,71.83,37.290,44.40,,,
197,04/28/2023 16:17:44,71.83,37.100,44.26,,,
198,04/28/2023 16:18:44,71.83,37.010,44.20,,,
199,04/28/2023 16:19:44,71.83,36.920,44.14,,,
200,04/28/2023 16:20:44,71.83,37.020,44.21,,,
201,04/28/2023 16:21:44,71.83,37.050,44.23,,,
202,04/28/2023 16:22:44,71.83,37.050,44.23,,,
203,04/28/2023 16:23:44,71.87,37.040,44.25,,,
204,04/28/2023 16:24:44,71.83,36.970,44.17,,,
205,04/28/2023 16:25:44,71.83,36.920,44.14,,,
206,04/28/2023 16:26:44,71.87,36.800,44.09,,,
207,04/28/2023 16:27:44,71.83,36.800,44.05,,,
208,04/28/2023 16:28:44,71.83,36.730,44.00,,,
209,04/28/2023 16:29:44,71.83,36.790,44.04,,,
210,04/28/2023 16:30:44,71.83,36.750,44.01,,,
211,04/28/2023 16:31:44,71.83,36.720,43.99,,,
212,04/28/2023 16:32:44,71.83,36.720,43.99,,,
213,04/28/2023 16:33:44,71.83,36.680,43.97,,,
214,04/28/2023 16:34:44,71.80,36.650,43.91,,,
215,04/28/2023 16:35:44,71.80,36.660,43.92,,,
216,04/28/2023 16:36:44,71.80,36.660,43.92,,,
217,04/28/2023 16:37:44,71.80,36.690,43.94,,,
218,04/28/2023 16:38:44,71.80,36.690,43.94,,,
219,04/28/2023 16:39:44,71.80,36.680,43.93,,,
220,04/28/2023 16:40:44,71.80,36.660,43.92,,,
221,04/28/2023 16:41:44,71.80,36.660,43.92,,,
222,04/28/2023 16:42:44,71.83,36.650,43.94,,,
223,04/28/2023 16:43:44,71.83,36.650,43.94,,,
224,04/28/2023 16:44:44,71.83,36.660,43.95,,,
225,04/28/2023 16:45:44,71.83,36.650,43.94,,,
226,04/28/2023 16:46:44,71.83,36.650,43.94,,,
227,04/28/2023 16:47:44,71.87,36.610,43.95,,,
228,04/28/2023 16:48:44,71.87,36.560,43.91,,,
229,04/28/2023 16:49:44,71.87,36.520,43.89,,,
230,04/28/2023 16:50:44,71.87,36.520,43.89,,,
231,04/28/2023 16:51:44,71.87,36.540,43.90,,,
232,04/28/2023 16:52:44,71.87,36.540,43.90,,,
233,04/28/2023 16:53:44,71.83,36.540,43.87,,,
234,04/28/2023 16:54:44,71.83,36.560,43.88,,,
235,04/28/2023 16:55:44,71.80,36.560,43.85,,,
236,04/28/2023 16:56:44,71.80,36.600,43.87,,,
237,04/28/2023 16:57:44,71.80,36.580,43.86,,,
238,04/28/2023 16:58:44,71.74,36.550,43.80,,,
239,04/28/2023 16:59:44,71.74,36.570,43.81,,,
240,04/28/2023 17:00:44,71.71,36.540,43.75,,,
241,04/28/2023 17:01:44,71.71,36.520,43.74,,,
242,04/28/2023 17:02:44,71.65,36.510,43.69,,,
243,04/28/2023 17:03:44,71.65,36.490,43.67,,,
244,04/28/2023 17:04:44,71.65,36.470,43.66,,,
245,04/28/2023 17:05:44,71.62,36.490,43.64,,,
246,04/28/2023 17:06:44,71.62,36.520,43.66,,,
247,04/28/2023 17:07:44,71.62,36.520,43.66,,,
248,04/28/2023 17:08:44,71.62,36.500,43.64,,,
249,04/28/2023 17:09:44,71.65,36.610,43.76,,,
250,04/28/2023 17:10:44,71.65,36.580,43.73,,,
251,04/28/2023 17:11:44,71.65,36.580,43.73,,,
252,04/28/2023 17:12:44,71.65,36.580,43.73,,,
253,04/28/2023 17:13:44,71.65,36.560,43.72,,,
254,04/28/2023 17:14:44,71.65,36.540,43.71,,,
255,04/28/2023 17:15:44,71.65,36.510,43.69,,,
256,04/28/2023 17:16:44,71.65,36.510,43.69,,,
257,04/28/2023 17:17:44,71.65,36.510,43.69,,,
258,04/28/2023 17:18:44,71.62,36.540,43.68,,,
259,04/28/2023 17:19:44,71.62,36.520,43.66,,,
260,04/28/2023 17:20:44,71.62,36.520,43.66,,,
261,04/28/2023 17:21:44,71.58,36.540,43.64,,,
262,04/28/2023 17:22:44,71.58,36.550,43.65,,,
263,04/28/2023 17:23:44,71.53,36.570,43.62,,,
264,04/28/2023 17:24:44,71.53,36.620,43.65,,,
265,04/28/2023 17:25:44,71.53,36.610,43.65,,,
266,04/28/2023 17:26:44,71.53,36.620,43.65,,,
267,04/28/2023 17:27:44,71.53,36.630,43.66,,,
268,04/28/2023 17:28:44,71.49,36.600,43.60,,,
269,04/28/2023 17:29:44,71.49,36.630,43.62,,,
270,04/28/2023 17:30:44,71.49,36.610,43.62,,,
271,04/28/2023 17:31:44,71.49,36.630,43.62,,,
272,04/28/2023 17:32:44,71.49,36.660,43.65,,,
273,04/28/2023 17:33:44,71.44,36.680,43.62,,,
274,04/28/2023 17:34:44,71.49,36.750,43.71,,,
275,04/28/2023 17:35:44,71.44,36.790,43.69,,,
276,04/28/2023 17:36:44,71.49,36.730,43.70,,,
277,04/28/2023 17:37:44,71.49,36.720,43.69,,,
278,04/28/2023 17:38:44,71.49,36.720,43.69,,,
279,04/28/2023 17:39:44,71.49,36.750,43.71,,,
280,04/28/2023 17:40:44,71.44,36.710,43.63,,,
281,04/28/2023 17:41:44,71.44,36.760,43.67,,,
282,04/28/2023 17:42:44,71.44,36.760,43.67,,,
283,04/28/2023 17:43:44,71.44,36.760,43.67,,,
284,04/28/2023 17:44:44,71.40,36.810,43.68,,,
285,04/28/2023 17:45:44,71.37,36.840,43.66,,,
286,04/28/2023 17:46:44,71.37,36.870,43.68,,,
287,04/28/2023 17:47:44,71.37,36.830,43.66,,,
288,04/28/2023 17:48:44,71.37,36.850,43.67,,,
289,04/28/2023 17:49:44,71.31,36.850,43.62,,,
290,04/28/2023 17:50:44,71.31,36.830,43.61,,,
291,04/28/2023 17:51:44,71.31,36.850,43.62,,,
292,04/28/2023 17:52:44,71.31,36.830,43.61,,,
293,04/28/2023 17:53:44,71.31,36.830,43.61,,,
294,04/28/2023 17:54:44,71.31,36.850,43.62,,,
295,04/28/2023 17:55:44,71.31,36.850,43.62,,,
296,04/28/2023 17:56:44,71.31,36.830,43.61,,,
297,04/28/2023 17:57:44,71.31,36.850,43.62,,,
298,04/28/2023 17:58:44,71.31,36.860,43.63,,,
299,04/28/2023 17:59:44,71.31,36.840,43.62,,,
300,04/28/2023 18:00:44,71.28,36.870,43.60,,,
301,04/28/2023 18:01:44,71.28,36.840,43.59,,,
302,04/28/2023 18:02:44,71.24,36.840,43.55,,,
303,04/28/2023 18:03:44,71.24,36.780,43.51,,,
304,04/28/2023 18:04:44,71.24,36.820,43.54,,,
305,04/28/2023 18:05:44,71.24,36.840,43.55,,,
306,04/28/2023 18:06:44,71.19,36.870,43.53,,,
307,04/28/2023 18:07:44,71.19,36.870,43.52,,,
308,04/28/2023 18:08:44,71.19,36.870,43.52,,,
309,04/28/2023 18:09:44,71.15,36.880,43.50,,,
310,04/28/2023 18:10:44,71.15,36.870,43.49,,,
311,04/28/2023 18:11:44,71.15,36.880,43.50,,,
312,04/28/2023 18:12:44,71.15,36.900,43.52,,,
313,04/28/2023 18:13:44,71.15,36.920,43.53,,,
314,04/28/2023 18:14:44,71.15,36.950,43.55,,,
315,04/28/2023 18:15:44,71.15,36.950,43.55,,,
316,04/28/2023 18:16:44,71.15,36.990,43.58,,,
317,04/28/2023 18:17:44,71.15,37.010,43.59,,,
318,04/28/2023 18:18:44,71.15,37.010,43.59,,,
319,04/28/2023 18:19:44,71.15,36.970,43.56,,,
320,04/28/2023 18:20:44,71.15,36.880,43.50,,,
321,04/28/2023 18:21:44,71.10,36.870,43.44,,,
322,04/28/2023 18:22:44,71.10,36.840,43.43,,,
323,04/28/2023 18:23:44,71.10,36.790,43.39,,,
324,04/28/2023 18:24:44,71.06,36.860,43.41,,,
325,04/28/2023 18:25:44,71.06,36.810,43.37,,,
326,04/28/2023 18:26:44,71.06,36.780,43.35,,,
327,04/28/2023 18:27:44,71.02,36.830,43.35,,,
328,04/28/2023 18:28:44,70.97,36.850,43.32,,,
329,04/28/2023 18:29:44,70.97,36.840,43.31,,,
330,04/28/2023 18:30:44,70.97,36.820,43.30,,,
331,04/28/2023 18:31:44,70.97,36.810,43.29,,,
332,04/28/2023 18:32:44,70.97,36.820,43.30,,,
333,04/28/2023 18:33:44,70.97,36.790,43.28,,,
334,04/28/2023 18:34:44,70.97,36.790,43.28,,,
335,04/28/2023 18:35:44,70.97,36.800,43.29,,,
336,04/28/2023 18:36:44,70.97,36.760,43.26,,,
337,04/28/2023 18:37:44,70.97,36.770,43.26,,,
338,04/28/2023 18:38:44,70.97,36.700,43.21,,,
339,04/28/2023 18:39:44,70.93,36.610,43.12,,,
340,04/28/2023 18:40:44,70.93,36.550,43.08,,,
341,04/28/2023 18:41:44,70.88,36.500,42.99,,,
342,04/28/2023 18:42:44,70.88,36.570,43.04,,,
343,04/28/2023 18:43:44,70.84,36.520,42.98,,,
344,04/28/2023 18:44:44,70.84,36.560,43.00,,,
345,04/28/2023 18:45:44,70.81,36.610,43.01,,,
346,04/28/2023 18:46:44,70.81,36.600,43.00,,,
347,04/28/2023 18:47:44,70.81,36.700,43.07,,,
348,04/28/2023 18:48:44,70.81,36.720,43.08,,,
349,04/28/2023 18:49:44,70.81,36.720,43.08,,,
350,04/28/2023 18:50:44,70.81,36.750,43.11,,,
351,04/28/2023 18:51:44,70.81,36.740,43.10,,,
352,04/28/2023 18:52:44,70.81,36.780,43.13,,,
353,04/28/2023 18:53:44,70.84,36.790,43.16,,,
354,04/28/2023 18:54:44,70.84,36.750,43.14,,,
355,04/28/2023 18:55:44,70.84,36.750,43.14,,,
356,04/28/2023 18:56:44,70.84,36.720,43.12,,,
357,04/28/2023 18:57:44,70.81,36.680,43.06,,,
358,04/28/2023 18:58:44,70.81,36.580,42.98,,,
359,04/28/2023 18:59:44,70.81,36.580,42.98,,,
360,04/28/2023 19:00:44,70.81,36.540,42.95,,,
361,04/28/2023 19:01:44,70.75,36.500,42.88,,,
362,04/28/2023 19:02:44,70.75,36.520,42.89,,,
363,04/28/2023 19:03:44,70.72,36.480,42.83,,,
364,04/28/2023 19:04:44,70.72,36.520,42.86,,,
365,04/28/2023 19:05:44,70.72,36.540,42.88,,,
366,04/28/2023 19:06:44,70.72,36.550,42.89,,,
367,04/28/2023 19:07:44,70.72,36.600,42.92,,,
368,04/28/2023 19:08:44,70.72,36.600,42.92,,,
369,04/28/2023 19:09:44,70.75,36.600,42.95,,,
370,04/28/2023 19:10:44,70.75,36.620,42.97,,,
371,04/28/2023 19:11:44,70.75,36.620,42.97,,,
372,04/28/2023 19:12:44,70.81,36.600,43.00,,,
373,04/28/2023 19:13:44,70.81,36.570,42.98,,,
374,04/28/2023 19:14:44,70.81,36.550,42.97,,,
375,04/28/2023 19:15:44,70.81,36.570,42.98,,,
376,04/28/2023 19:16:44,70.81,36.580,42.99,,,
377,04/28/2023 19:17:44,70.84,36.610,43.04,,,
378,04/28/2023 19:18:44,70.84,36.580,43.02,,,
379,04/28/2023 19:19:44,70.88,36.610,43.07,,,
380,04/28/2023 19:20:44,70.88,36.610,43.07,,,
381,04/28/2023 19:21:44,70.88,36.600,43.06,,,
382,04/28/2023 19:22:44,70.93,36.580,43.10,,,
383,04/28/2023 19:23:44,70.93,36.600,43.11,,,
384,04/28/2023 19:24:44,70.97,36.600,43.14,,,
385,04/28/2023 19:25:44,71.02,36.600,43.19,,,
386,04/28/2023 19:26:44,71.02,36.620,43.21,,,
387,04/28/2023 19:27:44,71.06,36.620,43.24,,,
388,04/28/2023 19:28:44,71.06,36.600,43.22,,,
389,04/28/2023 19:29:44,71.10,36.580,43.24,,,
390,04/28/2023 19:30:44,71.15,36.560,43.27,,,
391,04/28/2023 19:31:44,71.15,36.540,43.26,,,
392,04/28/2023 19:32:44,71.19,36.540,43.29,,,
393,04/28/2023 19:33:44,71.19,36.520,43.28,,,
394,04/28/2023 19:34:44,71.19,36.520,43.28,,,
395,04/28/2023 19:35:44,71.19,36.560,43.31,,,
396,04/28/2023 19:36:44,71.19,36.540,43.29,,,
397,04/28/2023 19:37:44,71.24,36.520,43.33,,,
398,04/28/2023 19:38:44,71.24,36.560,43.35,,,
399,04/28/2023 19:39:44,71.24,36.560,43.35,,,
400,04/28/2023 19:40:44,71.24,36.560,43.35,,,
401,04/28/2023 19:41:44,71.24,36.580,43.37,,,
402,04/28/2023 19:42:44,71.24,36.630,43.40,,,
403,04/28/2023 19:43:44,71.24,36.630,43.40,,,
404,04/28/2023 19:44:44,71.24,36.700,43.45,,,
405,04/28/2023 19:45:44,71.24,36.790,43.51,,,
406,04/28/2023 19:46:44,71.24,36.830,43.54,,,
407,04/28/2023 19:47:44,71.28,36.850,43.59,,,
408,04/28/2023 19:48:44,71.28,36.920,43.64,,,
409,04/28/2023 19:49:44,71.28,36.960,43.67,,,
410,04/28/2023 19:50:44,71.28,36.940,43.66,,,
411,04/28/2023 19:51:44,71.28,36.930,43.65,,,
412,04/28/2023 19:52:44,71.28,36.940,43.66,,,
413,04/28/2023 19:53:44,71.28,36.930,43.65,,,
414,04/28/2023 19:54:44,71.28,36.890,43.62,,,
415,04/28/2023 19:55:44,71.28,36.860,43.60,,,
416,04/28/2023 19:56:44,71.28,36.840,43.59,,,
417,04/28/2023 19:57:44,71.28,36.820,43.57,,,
418,04/28/2023 19:58:44,71.28,36.840,43.59,,,
419,04/28/2023 19:59:44,71.28,36.820,43.57,,,
420,04/28/2023 20:00:44,71.24,36.860,43.57,,,
421,04/28/2023 20:01:44,71.24,36.870,43.57,,,
422,04/28/2023 20:02:44,71.28,36.870,43.61,,,
423,04/28/2023 20:03:44,71.28,36.890,43.62,,,
424,04/28/2023 20:04:44,71.28,36.890,43.62,,,
425,04/28/2023 20:05:44,71.28,36.890,43.62,,,
426,04/28/2023 20:06:44,71.31,36.910,43.66,,,
427,04/28/2023 20:07:44,71.31,36.910,43.66,,,
428,04/28/2023 20:08:44,71.31,36.910,43.66,,,
429,04/28/2023 20:09:44,71.31,36.890,43.65,,,
430,04/28/2023 20:10:44,71.31,36.870,43.64,,,
431,04/28/2023 20:11:44,71.31,36.870,43.64,,,
432,04/28/2023 20:12:44,71.31,36.870,43.64,,,
433,04/28/2023 20:13:44,71.31,36.870,43.64,,,
434,04/28/2023 20:14:44,71.31,36.870,43.64,,,
435,04/28/2023 20:15:44,71.31,36.910,43.66,,,
436,04/28/2023 20:16:44,71.31,36.910,43.66,,,
437,04/28/2023 20:17:44,71.31,36.930,43.68,,,
438,04/28/2023 20:18:44,71.31,36.960,43.70,,,
439,04/28/2023 20:19:44,71.31,36.940,43.69,,,
440,04/28/2023 20:20:44,71.31,36.960,43.70,,,
441,04/28/2023 20:21:44,71.31,36.960,43.70,,,
442,04/28/2023 20:22:44,71.28,36.940,43.66,,,
443,04/28/2023 20:23:44,71.31,36.960,43.70,,,
444,04/28/2023 20:24:44,71.31,36.990,43.73,,,
445,04/28/2023 20:25:44,71.31,37.010,43.74,,,
446,04/28/2023 20:26:44,71.31,37.010,43.74,,,
447,04/28/2023 20:27:44,71.31,37.010,43.74,,,
448,04/28/2023 20:28:44,71.31,37.050,43.76,,,
449,04/28/2023 20:29:44,71.31,37.030,43.75,,,
450,04/28/2023 20:30:44,71.31,37.030,43.75,,,
451,04/28/2023 20:31:44,71.31,37.080,43.79,,,
452,04/28/2023 20:32:44,71.31,37.090,43.79,,,
453,04/28/2023 20:33:44,71.31,37.080,43.79,,,
454,04/28/2023 20:34:44,71.31,37.110,43.81,,,
455,04/28/2023 20:35:44,71.31,37.080,43.79,,,
456,04/28/2023 20:36:44,71.31,37.110,43.81,,,
457,04/28/2023 20:37:44,71.28,37.120,43.78,,,
458,04/28/2023 20:38:44,71.28,37.130,43.79,,,
459,04/28/2023 20:39:44,71.31,37.150,43.84,,,
460,04/28/2023 20:40:44,71.31,37.170,43.85,,,
461,04/28/2023 20:41:44,71.31,37.180,43.86,,,
462,04/28/2023 20:42:44,71.31,37.180,43.86,,,
463,04/28/2023 20:43:44,71.31,37.200,43.87,,,
